assembly_id	File_prefix	biosample	Species	source	host	host_simple	isolation_year	region	Collection	mos_aic_source_specific	mos_aic_source_lab	location	mos_aic_lab_field	mosquito_spp
SKLX072656	GCA_025193175.1	SAMN15461202	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX072757	GCA_025193165.1	SAMN15461203	Elizabethkingia anophelis	Throat	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX073203	GCA_025193145.1	SAMN15461204	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX073315	GCA_025193125.1	SAMN15461205	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX073324	GCA_025193105.1	SAMN15461206	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX073385	GCA_025193065.1	SAMN15461207	Elizabethkingia anophelis	CSF	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX073431	GCA_025193085.1	SAMN15461208	Elizabethkingia anophelis	CSF	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX073657	GCA_025193025.1	SAMN15461209	Elizabethkingia anophelis	CSF	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX073670	GCA_025193005.1	SAMN15461210	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX074705	GCA_025193035.1	SAMN15461211	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX074855	GCA_025192965.1	SAMN15461212	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX075001	GCA_025192975.1	SAMN15461213	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX075169	GCA_025192945.1	SAMN15461214	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX075320	GCA_025192915.1	SAMN15461215	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX075622	GCA_025192905.1	SAMN15461216	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX075970	GCA_025192885.1	SAMN15461217	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX076485	GCA_025192845.1	SAMN15461218	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX076613	GCA_025192855.1	SAMN15461219	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX076642	GCA_025192805.1	SAMN15461220	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX077460	GCA_025192815.1	SAMN15461221	Elizabethkingia anophelis	CSF	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX077520	GCA_025192765.1	SAMN15461222	Elizabethkingia anophelis	Scretion	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX077734	GCA_025192745.1	SAMN15461223	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX078283	GCA_025192785.1	SAMN15461224	Elizabethkingia anophelis	Burns	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX078702	GCA_025192705.1	SAMN15461225	Elizabethkingia anophelis	The central catheter	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX078726	GCA_025192725.1	SAMN15461226	Elizabethkingia anophelis	Drainage	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX078880	GCA_025192645.1	SAMN15461227	Elizabethkingia anophelis	The central catheter	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX080137	GCA_025192685.1	SAMN15461228	Elizabethkingia anophelis	Abdominal fluid	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX080160	GCA_025192665.1	SAMN15461229	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX080177	GCA_025192605.1	SAMN15461230	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX080199	GCA_025192615.1	SAMN15461231	Elizabethkingia anophelis	Abdominal fluid	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX080226	GCA_025192575.1	SAMN15461232	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX080445	GCA_025192565.1	SAMN15461233	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX080604	GCA_025192505.1	SAMN15461234	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX080744	GCA_025192535.1	SAMN15461235	Elizabethkingia anophelis	Abdominal fluid	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX081181	GCA_025192525.1	SAMN15461236	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX081229	GCA_025192485.1	SAMN15461237	Elizabethkingia anophelis	Abdominal fluid	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX081378	GCA_025192415.1	SAMN15461238	Elizabethkingia anophelis	Abdominal fluid	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX081450	GCA_025192445.1	SAMN15461239	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX081569	GCA_025192405.1	SAMN15461240	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX081580	GCA_025192385.1	SAMN15461241	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX081683	GCA_025192465.1	SAMN15461242	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX081759	GCA_025192355.1	SAMN15461243	Elizabethkingia anophelis	Abdominal fluid	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX084268	GCA_025192305.1	SAMN15461244	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX084294	GCA_025192325.1	SAMN15461245	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX084350	GCA_025192295.1	SAMN15461246	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX084438	GCA_025192285.1	SAMN15461247	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX084666	GCA_025192265.1	SAMN15461248	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX085012	GCA_025192215.1	SAMN15461249	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX085088	GCA_025192235.1	SAMN15461250	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX085277	GCA_025192185.1	SAMN15461251	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX085580	GCA_025192195.1	SAMN15461252	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX086225	GCA_025192165.1	SAMN15461253	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX086518	GCA_025192145.1	SAMN15461254	Elizabethkingia anophelis	BAL	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX087053	GCA_025192125.1	SAMN15461255	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX087092	GCA_025192085.1	SAMN15461256	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2018	Asia	Hu	NA	NA	NA	NA	NA
SKLX088099	GCA_025192065.1	SAMN15461257	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2019	Asia	Hu	NA	NA	NA	NA	NA
SKLX68519	GCA_025192025.1	SAMN15461258	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2017	Asia	Hu	NA	NA	NA	NA	NA
SKLX68684	GCA_025192045.1	SAMN15461259	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2017	Asia	Hu	NA	NA	NA	NA	NA
GCA_003006795.1	GCA_003006795.1	SAMN08667458	NA	sputum	Homo sapiens	Homo sapiens	2017	Asia	Hu	NA	NA	NA	NA	NA
GCA_000331815.1	GCA_000331815.1	SAMN02470677	NA	environmental	Anopheles gambiae	Mosquito	2006	Europe	Hu	NA	NA	NA	NA	NA
GCA_001521815.1	GCA_001521815.1	SAMN04254539	NA	blood	Homo sapiens	Homo sapiens	1950	North America	Hu	NA	NA	NA	NA	NA
GCA_002023105.1	GCA_001596175.2	SAMN04567744	Elizabethkingia anophelis	Unavailable	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
GCA_002023135.1	GCA_002023135.1	SAMN05255122	NA	Zea mays	environmental	Environmental	2011	North America	Hu	NA	NA	NA	NA	NA
GCA_002023145.1	GCA_002023145.1	SAMN05273152	NA	Unavailable	Homo sapiens	Homo sapiens	1957	North America	Hu	NA	NA	NA	NA	NA
GCA_002023175.1	GCA_002023175.1	SAMN04482309	NA	CSF	Homo sapiens	Homo sapiens	1982	North America	Hu	NA	NA	NA	NA	NA
GCA_002023195.1	GCA_002023195.1	SAMN05277779	NA	Unavailable	Homo sapiens	Homo sapiens	1982	Asia	Hu	NA	NA	NA	NA	NA
GCA_003971175.1	GCA_003971175.1	SAMN10589623	NA	environmental	Anopheles coluzzii	Mosquito	2006	Africa	Hu	NA	NA	NA	NA	NA
GCA_900092085.1	GCA_900092085.1	SAMEA4051572	NA	environmental	environmental	Environmental	2011	Europe	Hu	NA	NA	NA	NA	NA
GCA_900157025.1	GCA_900157025.1	SAMEA50777668	NA	environmental	environmental/other	Environmental	2017	Europe	Hu	NA	NA	NA	NA	NA
GCA_900156995.1	GCA_900156995.1	SAMEA50774668	NA	environmental	environmental/other	Environmental	2017	Europe	Hu	NA	NA	NA	NA	NA
GCA_900156985.1	GCA_900156985.1	SAMEA50775418	NA	environmental	environmental/other	Environmental	2017	Europe	Hu	NA	NA	NA	NA	NA
GCA_900156945.1	GCA_900156945.1	SAMEA4026800	NA	environmental	Cyprinus carpio	Animal	2004	Europe	Hu	NA	NA	NA	NA	NA
GCA_900092065.1	GCA_900092065.1	SAMEA4051571	NA	environmental	environmental/other	Environmental	2016	Europe	Hu	NA	NA	NA	NA	NA
GCA_003293835.1	GCA_003293835.1	SAMN09514290	NA	Blood	Homo sapiens	Homo sapiens	2017	North America	Hu	NA	NA	NA	NA	NA
GCA_003293825.1	GCA_003293825.1	SAMN09514291	NA	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
GCA_002995725.1	GCA_002995725.1	SAMN07626221	NA	Urine	Homo sapiens	Homo sapiens	2017	North America	Hu	NA	NA	NA	NA	NA
GCA_002995695.1	GCA_002995695.1	SAMN07626194	NA	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
GCA_002995685.1	GCA_002995685.1	SAMN07626220	NA	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
GCA_002951455.1	GCA_002951455.1	SAMN03996278	NA	Endotracheal aspirate	Homo sapiens	Homo sapiens	2014	North America	Hu	NA	NA	NA	NA	NA
GCA_002951395.1	GCA_002951395.1	SAMN03996277	NA	Endotracheal aspirate	Homo sapiens	Homo sapiens	2014	North America	Hu	NA	NA	NA	NA	NA
GCA_002888615.1	GCA_002888615.1	SAMEA3158473	NA	environmental	environmental/other	Environmental	2012	Asia	Hu	NA	NA	NA	NA	NA
GCA_002843945.1	GCA_002843945.1	SAMN08100549	NA	environmental	Equus ferus caballus	Animal	2016	North America	Hu	NA	NA	NA	NA	NA
GCA_002843925.1	GCA_002843925.1	SAMN08100548	NA	environmental	environmental/other	Environmental	2016	North America	Hu	NA	NA	NA	NA	NA
GCA_002310535.1	GCA_002310535.1	SAMN07625921	NA	environmental	Anopheles sinensis	Mosquito	2015	Asia	Hu	NA	NA	NA	NA	NA
GCA_002310515.1	GCA_002310515.1	SAMN07625922	NA	environmental	Anopheles sinensis	Mosquito	2015	Asia	Hu	NA	NA	NA	NA	NA
GCA_002277995.2	GCA_002277995.2	SAMN04875535	NA	Blood	Homo sapiens	Homo sapiens	2016	Europe	Hu	NA	NA	NA	NA	NA
GCA_002024825.1	GCA_002024825.1	SAMN04482309	NA	CSF	Homo sapiens	Homo sapiens	1982	North America	Hu	NA	NA	NA	NA	NA
GCA_002023705.1	GCA_002023705.1	SAMN05277596	NA	Unavailable	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
GCA_002023695.1	GCA_002023695.1	SAMN05275369	NA	Unavailable	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
GCA_002023665.2	GCA_002023665.2	SAMN02470677	NA	environmental	Anopheles gambiae lab colony	Mosquito	2006	Europe	Hu	NA	NA	NA	NA	NA
GCA_002023645.1	GCA_002023645.1	SAMN05275358	NA	Unavailable	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
GCA_002023625.1	GCA_002023625.1	SAMN05256625	NA	Unavailable	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
GCA_002023565.1	GCA_002023565.1	SAMN05256551	NA	Unavailable	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
GCA_002023425.1	GCA_002023425.1	SAMN05256530	NA	Unavailable	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
GCA_002023325.1	GCA_002023325.1	SAMN05255124	NA	Unavailable	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
GCA_002023235.2	GCA_002023235.2	SAMN04482265	NA	Blood	Homo sapiens	Homo sapiens	1979	North America	Hu	NA	NA	NA	NA	NA
GCA_002022085.1	GCA_002022085.1	SAMN05277779	NA	CSF	Homo sapiens	Homo sapiens	1982	Asia	Hu	NA	NA	NA	NA	NA
GCA_002022065.1	GCA_002022065.1	SAMN05273152	NA	Unavailable	Homo sapiens	Homo sapiens	1957	North America	Hu	NA	NA	NA	NA	NA
GCA_002022045.1	GCA_002022045.1	SAMN05255122	NA	environmental	Zea mays	Plant	2011	North America	Hu	NA	NA	NA	NA	NA
GCA_002022025.1	GCA_002022025.1	SAMN04254539	NA	Blood	Homo sapiens	Homo sapiens	1950	North America	Hu	NA	NA	NA	NA	NA
GCA_001703835.1	GCA_001703835.1	SAMN04599207	NA	Blood	Homo sapiens	Homo sapiens	2010	Asia	Hu	NA	NA	NA	NA	NA
GCA_001618545.2	GCA_001618545.2	SAMN04567745	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
GCA_001618505.2	GCA_001618505.2	SAMN04567738	Elizabethkingia anophelis	BAL	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
GCA_001618465.2	GCA_001618465.2	SAMN04590540	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
GCA_001482795.1	GCA_001482795.1	SAMN04272205	NA	sputum	Homo sapiens	Homo sapiens	2009	Asia	Hu	NA	NA	NA	NA	NA
GCA_001051975.1	GCA_001051975.1	SAMN03491119	NA	environmental	Anopheles gambiae	Mosquito	2013	North America	Hu	NA	NA	NA	NA	NA
GCA_001050935.1	GCA_001050935.1	SAMEA3158491	NA	environmental	environmental/other	Environmental	2012	Asia	Hu	NA	NA	NA	NA	NA
GCA_001011675.1	GCA_001011675.1	SAMN03704061	NA	environmental	environmental/other	Environmental	2015	Asia	Hu	NA	NA	NA	NA	NA
GCA_000982575.1	GCA_000982575.1	SAMEA3158465	NA	environmental	environmental/other	Environmental	2012	Asia	Hu	NA	NA	NA	NA	NA
GCA_000735205.1	GCA_000735205.1	SAMN02797821	NA	environmental	environmental/other	Environmental	2013	Asia	Hu	NA	NA	NA	NA	NA
GCA_000689515.1	GCA_000689515.1	SAMEA3139014	NA	environmental	environmental/other	Environmental	2006	Africa	Hu	NA	NA	NA	NA	NA
GCA_000689455.1	GCA_000689455.1	SAMEA3139011	NA	environmental	environmental/other	Environmental	2011	Africa	Hu	NA	NA	NA	NA	NA
GCA_000496055.1	GCA_000496055.1	SAMN02470986	NA	environmental	environmental/other	Environmental	2012	Asia	Hu	NA	NA	NA	NA	NA
GCA_000496035.1	GCA_000496035.1	SAMN02470990	NA	environmental	environmental/other	Environmental	2012	Asia	Hu	NA	NA	NA	NA	NA
GCA_000496015.1	GCA_000496015.1	SAMN02470992	NA	environmental	environmental/other	Environmental	2012	Asia	Hu	NA	NA	NA	NA	NA
GCA_000495995.1	GCA_000495995.1	SAMN02470987	NA	environmental	environmental/other	Environmental	2012	Asia	Hu	NA	NA	NA	NA	NA
GCA_000495975.1	GCA_000495975.1	SAMN02470991	NA	Cardio-thoracic	Homo sapiens	Homo sapiens	2012	Asia	Hu	NA	NA	NA	NA	NA
GCA_000495955.1	GCA_000495955.1	SAMN02470989	NA	Cardio-thoracic	Homo sapiens	Homo sapiens	2012	Asia	Hu	NA	NA	NA	NA	NA
GCA_000495935.2	GCA_000495935.2	SAMN02470988	NA	Cardio-thoracic	Homo sapiens	Homo sapiens	2012	Asia	Hu	NA	NA	NA	NA	NA
GCA_000447375.1	GCA_000447375.1	SAMN02471026	NA	Wound swab	Homo sapiens	Homo sapiens	2012	Europe	Hu	NA	NA	NA	NA	NA
GCA_000240095.3	GCA_000240095.3	SAMN02470679	NA	environmental	Anopheles gambiae	Mosquito	2010	North America	Hu	NA	NA	NA	NA	NA
GCA_000773465.1	GCA_000773465.1	SAMN03107819	NA	Vitreous fluid	Homo sapiens	Homo sapiens	2014	Asia	Hu	NA	NA	NA	NA	NA
SRR3240403	GCA_016076955.1	SAMN04567736	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3240402	GCA_016088475.2	SAMN04567735	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3240401	GCA_016088495.2	SAMN04567734	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3710656	GCA_016088455.2	SAMN04567732	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465861	GCA_016088555.2	SAMN04913769	Elizabethkingia anophelis	Unavailable	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465881	GCA_016087525.2	SAMN04913789	Elizabethkingia anophelis	Chest Mediport Pocket swab	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465882	GCA_016087515.2	SAMN04913790	Elizabethkingia anophelis	BAL	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465895	GCA_016087465.2	SAMN04913791	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465899	GCA_016087495.2	SAMN04913792	Elizabethkingia anophelis	Nose	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465924	GCA_016087335.2	SAMN04913794	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465925	GCA_016087415.2	SAMN04913795	Elizabethkingia anophelis	BAL	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465926	GCA_016087435.2	SAMN04913796	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465865	GCA_016088415.2	SAMN04913773	Elizabethkingia anophelis	Synovial	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465866	GCA_016088395.2	SAMN04913774	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465867	GCA_016088315.2	SAMN04913775	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465868	GCA_016088195.2	SAMN04913776	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465869	GCA_016087365.2	SAMN04913777	Elizabethkingia anophelis	Sputum	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465870	GCA_016088015.2	SAMN04913778	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465862	GCA_016087555.2	SAMN04913770	Elizabethkingia anophelis	Unavailable	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465863	GCA_016087595.2	SAMN04913771	Elizabethkingia anophelis	Unavailable	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3465864	GCA_016087575.2	SAMN04913772	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3313005	GCA_016087675.2	SAMN04590541	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3313003	GCA_016087645.2	SAMN04590539	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3312988	GCA_016087935.2	SAMN04590524	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3312991	GCA_016087875.2	SAMN04590527	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3312992	GCA_016087915.2	SAMN04590528	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3312993	GCA_016087855.2	SAMN04590529	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3312994	GCA_016087835.2	SAMN04590530	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3312995	GCA_016087815.2	SAMN04590531	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
SRR3312996	GCA_016087775.2	SAMN04590532	Elizabethkingia anophelis	Blood	Homo sapiens	Homo sapiens	2016	North America	Hu	NA	NA	NA	NA	NA
