gan_bank_accession_s	assembly	proposed_name	paper_name	host	host_alt	host_simple	collection	ncbi_isolation_source	isolation_manual	isolation_specific	link	MosAIC_source_specific	MosAIC_source_lab	Location 	MosAIC_lab_field	Mosquito_spp
NZ_LAAK01000000	GCF_000957625.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LAAJ01000000	GCF_000956825.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LAAI01000000	GCF_000956845.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LAAH01000000	GCF_000956855.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LAAG01000000	GCF_000957645.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LAAF01000000	GCF_000956885.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LAAE01000000	GCF_000957655.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LAAD01000000	GCF_000957685.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LAAC01000000	GCF_000957705.1	E. aerogenes	E. aerogenes	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_LAAA01000000	GCF_000957715.1	E. aerogenes	E. aerogenes	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZZ01000000	GCF_000957725.1	E. aerogenes	E. aerogenes	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZY01000000	GCF_000956895.1	E. aerogenes	E. aerogenes	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZX01000000	GCF_000957765.1	E. cloacae complex 'Hoffmann cluster IV'	E. cloacae complex 'Hoffmann cluster IV'	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZW01000000	GCF_000957775.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZV01000000	GCF_000957805.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZU01000000	GCF_000957825.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZT01000000	GCF_000956925.1	E. cloacae complex 'Hoffmann cluster III'	E. cloacae complex 'Hoffmann cluster III'	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZS01000000	GCF_000957835.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZR01000000	GCF_000957865.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZQ01000000	GCF_000957885.1	E. cloacae complex 'Hoffmann cluster III'	E. cloacae complex 'Hoffmann cluster III'	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZP01000000	GCF_000957895.1	E. hormaechei subsp. hormaechei	E. hormaechei subsp. hormaechei	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZO01000000	GCF_000957925.1	E. cloacae complex 'Hoffmann cluster III'	E. cloacae complex 'Hoffmann cluster III'	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZN01000000	GCF_000957945.1	E. cloacae complex 'Hoffmann cluster III'	E. cloacae complex 'Hoffmann cluster III'	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZM01000000	GCF_000957955.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZL01000000	GCF_000956935.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZK01000000	GCF_000957965.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZJ01000000	GCF_000958005.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZI01000000	GCF_000956965.1	E. cloacae complex 'Hoffmann cluster IV'	E. cloacae complex 'Hoffmann cluster IV'	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZH01000000	GCF_000956985.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZG01000000	GCF_000957005.1	E. asburiae	E. asburiae	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZF01000000	GCF_000958015.1	E. cloacae complex 'Hoffmann cluster IV'	E. cloacae complex 'Hoffmann cluster IV'	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZE01000000	GCF_000958025.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZD01000000	GCF_000957015.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZC01000000	GCF_000957025.1	E. hormaechei subsp. hormaechei	E. hormaechei subsp. hormaechei	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZB01000000	GCF_000957065.1	E. cloacae complex	E. cloacae complex	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZZA01000000	GCF_000957085.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYZ01000000	GCF_000957095.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYY01000000	GCF_000957105.1	E. cloacae complex 'Hoffmann cluster III'	E. cloacae complex 'Hoffmann cluster III'	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYX01000000	GCF_000958085.1	E. cloacae complex	E. cloacae complex	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYW01000000	GCF_000958095.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYV01000000	GCF_000958075.1	E. aerogenes	E. cloacae complex 'Hoffmann cluster III'	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYU01000000	GCF_000957135.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYT01000000	GCF_000957165.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYS01000000	GCF_000957175.1	E. kobei	E. kobei	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYR01000000	GCF_000957195.1	E. cloacae complex 'Hoffmann cluster IV'	E. cloacae complex 'Hoffmann cluster IV'	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYQ01000000	GCF_000958405.1	E. cloacae complex 'Hoffmann cluster III'	E. cloacae complex 'Hoffmann cluster III'	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYP01000000	GCF_000957225.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYO01000000	GCF_000958145.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYN01000000	GCF_000958155.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYM01000000	GCF_000958165.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYL00000000	NA	Pluralibacter (formerly Enterobacter) gergoviae	Pluarlibacter	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYK01000000	GCF_000957255.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYJ01000000	GCF_000958425.1	E. roggenkampii	E. roggenkampii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYI01000000	GCF_000957275.1	E. aerogenes	E. aerogenes	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYH01000000	GCF_000958445.1	E. kobei	E. kobei	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYG01000000	GCF_000958205.1	E. cloacae subsp. cloacae	E. cloacae subsp. cloacae	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYF01000000	GCF_000958225.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYE01000000	GCF_000957305.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYD01000000	GCF_000957335.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYC01000000	GCF_000957315.1	E. cloacae complex 'Hoffmann cluster IV'	E. cloacae complex 'Hoffmann cluster IV'	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYB01000000	GCF_000958245.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZYA01000000	GCF_000958265.1	E. cloacae complex	E. cloacae complex	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZXZ01000000	GCF_000958285.1	E. cloacae complex	E. cloacae complex	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZXY01000000	GCF_000958305.1	E. aerogenes	E. aerogenes	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZXX01000000	GCF_000958325.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZXW01000000	GCF_000958345.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZXV01000000	GCF_000958365.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZXU01000000	GCF_000958385.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZXT01000000	GCF_000957325.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZXS01000000	GCF_000958065.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZXR01000000	GCF_000957385.1	E. kobei	E. kobei	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_JZXQ01000000	GCF_000957405.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017180	GCF_001729705.1	E. hormaechei subsp. oharae	E. hormaechei subsp. oharae	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017179	GCF_001729725.1	E. hormaechei subsp. steigerwaltii	E. hormaechei subsp. steigerwaltii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017186	GCF_001729745.1	E. cloacae complex 'Hoffmann cluster III'	E. cloacae complex 'Hoffmann cluster III'	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017181	GCF_001729765.1	E. kobei	E. kobei	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017183	GCF_001729785.1	E. xiangfangensis	E. xiangfangensis	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NZ_CP017184	GCF_001729805.1	Enterobacter roggenkampii	Enterobacter roggenkampii	NA	NonMosquito	Missing	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
AS091	AS091	Enterobacter hormaechei_A	E. hormaechei subsp. hormaechei	Mosquito	Mosquito	Larval water	MosAIC	NA	NA	NA	NA	larval_water	Coon_Kerri	"Cook_County,IL,USA;North_America"	field	NA
AS124	AS124	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Larval water	MosAIC	NA	NA	NA	NA	larval_water	Coon_Kerri	UW-Madison	lab	NA
HN007	HN007	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Coon_Kerri	UW-Madison	lab	Aedes_aegypti
HN049	HN049	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Larval water	MosAIC	NA	NA	NA	NA	larval_water	Coon_Kerri	UW-Madison	lab	NA
HN065	HN065	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Larval water	MosAIC	NA	NA	NA	NA	larval_water	Coon_Kerri	UW-Madison	lab	NA
HN069	HN069	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Larval water	MosAIC	NA	NA	NA	NA	larval_water	Coon_Kerri	UW-Madison	lab	NA
HN073	HN073	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Larval water	MosAIC	NA	NA	NA	NA	larval_water	Coon_Kerri	UW-Madison	lab	NA
HN120	HN120	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	mosquito_eggs	Coon_Kerri	Univ_Georgia	lab	Aedes_aegypti
HN124	HN124	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	mosquito_larvae	Coon_Kerri	Univ_Georgia	lab	Aedes_atropalpus
HN125	HN125	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	mosquito_larvae	Coon_Kerri	Univ_Georgia	lab	Aedes_atropalpus
HN087	HN087	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Larval water	MosAIC	NA	NA	NA	NA	larval_water	Coon_Kerri	UW-Madison	lab	NA
HN091	HN091	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Larval water	MosAIC	NA	NA	NA	NA	larval_water	Coon_Kerri	UW-Madison	lab	NA
HN100	HN100	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Larval water	MosAIC	NA	NA	NA	NA	larval_water	Coon_Kerri	UW-Madison	lab	NA
HN109	HN109	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Coon_Kerri	UW-Madison	lab	Aedes_aegypti
HN110	HN110	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Coon_Kerri	UW-Madison	lab	Aedes_aegypti
HN176	HN176	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Larval water	MosAIC	NA	NA	NA	NA	larval_water	Coon_Kerri	UW-Madison	lab	NA
USHLN167	USHLN167	Enterobacter mori	E. mori	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	male_mosquito	ValienteMoro_Claire	"Ankazobe,MD;Africa"	field	Aedes_albopictus
USHLN177	USHLN177	Enterobacter asburiae	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	ValienteMoro_Claire	"Tamatave,MD;Africa"	field	Aedes_albopictus
USHLN179	USHLN179	Enterobacter asburiae	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	male_mosquito	ValienteMoro_Claire	"Tamatave,MD;Africa"	field	Aedes_albopictus
USHLN184	USHLN184	Enterobacter asburiae	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	male_mosquito	ValienteMoro_Claire	"Tamatave,MD;Africa"	field	Aedes_albopictus
USHLN270	USHLN270	Enterobacter hormaechei_A	E. hormaechei subsp. hormaechei	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Lampe_Dave	"Harrisburg,PA,USA;North_America"	field	Anopheles_quadrimaculatus
AS212	AS212	Enterobacter hormaechei_A	E. hormaechei subsp. hormaechei	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	stable_fly_adult	Coon_Kerri	"Arlington,WI,USA;North_America"	field	NA
MMO-37	MMO-37	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Larval water	MosAIC	NA	NA	NA	NA	larval_water	UW_Capstone_Students	UW-Madison	lab	NA
MMO-38	MMO-38	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Larval water	MosAIC	NA	NA	NA	NA	larval_water	UW_Capstone_Students	UW-Madison	lab	NA
MMO-43	MMO-43	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Larval water	MosAIC	NA	NA	NA	NA	larval_water	UW_Capstone_Students	UW-Madison	lab	NA
MMO-45	MMO-45	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Larval water	MosAIC	NA	NA	NA	NA	larval_water	UW_Capstone_Students	UW-Madison	lab	NA
MMO-83	MMO-83	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	UW_Capstone_Students	UW-Madison	lab	Aedes_aegypti
MMO-84	MMO-84	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	UW_Capstone_Students	UW-Madison	lab	Aedes_aegypti
MMO-88	MMO-88	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	UW_Capstone_Students	UW-Madison	lab	Aedes_aegypti
MMO-89	MMO-89	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	UW_Capstone_Students	UW-Madison	lab	Aedes_aegypti
MMO-90	MMO-90	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	UW_Capstone_Students	UW-Madison	lab	Aedes_aegypti
MMO-94	MMO-94	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	UW_Capstone_Students	UW-Madison	lab	Aedes_aegypti
MMO-110	MMO-110	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	UW_Capstone_Students	UW-Madison	lab	Aedes_aegypti
MMO-116	MMO-116	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	UW_Capstone_Students	UW-Madison	lab	Aedes_aegypti
MMO-119	MMO-119	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	UW_Capstone_Students	UW-Madison	lab	Aedes_aegypti
MMO-120	MMO-120	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	UW_Capstone_Students	UW-Madison	lab	Aedes_aegypti
MMO-122	MMO-122	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	UW_Capstone_Students	UW-Madison	lab	Aedes_aegypti
MMO-126	MMO-126	Enterobacter roggenkampii	E. roggenkampii	Mosquito	Mosquito	Larval water	MosAIC	NA	NA	NA	NA	larval_water	UW_Capstone_Students	UW-Madison	lab	NA
USMM051	USMM051	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Povelones_Michael	Univ_Pennsylvania	lab	Anopheles_gambiae
USMM053	USMM053	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Povelones_Michael	Univ_Pennsylvania	lab	Anopheles_gambiae
USMM054	USMM054	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Povelones_Michael	Univ_Pennsylvania	lab	Anopheles_gambiae
USMM055	USMM055	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Povelones_Michael	Univ_Pennsylvania	lab	Anopheles_gambiae
USMM058	USMM058	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Povelones_Michael	Univ_Pennsylvania	lab	Anopheles_gambiae
USMM059	USMM059	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Povelones_Michael	Univ_Pennsylvania	lab	Anopheles_gambiae
USMM061	USMM061	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Povelones_Michael	Univ_Pennsylvania	lab	Aedes_aegypti
USMM062	USMM062	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Povelones_Michael	Univ_Pennsylvania	lab	Aedes_aegypti
USMM063	USMM063	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Povelones_Michael	Univ_Pennsylvania	lab	Aedes_aegypti
USMM064	USMM064	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Povelones_Michael	Univ_Pennsylvania	lab	Aedes_aegypti
USMM072	USMM072	Enterobacter asburiae_B	E. asburiae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Povelones_Michael	Univ_Pennsylvania	lab	Aedes_aegypti
USHLN262	USHLN262	Enterobacter hormaechei_A	E. hormaechei subsp. hormaechei	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Lampe_Dave	"Harrisburg,PA,USA;North_America"	field	Anopheles_quadrimaculatus
USHLN271	USHLN271	Enterobacter hormaechei_A	E. hormaechei subsp. hormaechei	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Lampe_Dave	"Harrisburg,PA,USA;North_America"	field	Anopheles_quadrimaculatus
USHLN291	USHLN291	Enterobacter hormaechei_A	E. hormaechei subsp. hormaechei	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Lampe_Dave	"Harrisburg,PA,USA;North_America"	field	Anopheles_quadrimaculatus
USHLN296	USHLN296	Enterobacter hormaechei_A	E. hormaechei subsp. hormaechei	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Lampe_Dave	"Harrisburg,PA,USA;North_America"	field	Anopheles_quadrimaculatus
VD12	VD12	Enterobacter cloacae	E. cloacae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	mosquito_eggs	Hughes_Grant/Heinz_Eva	LSTM	lab	Aedes_aegypti
VD5	VD5	Enterobacter cloacae	E. cloacae	Mosquito	Mosquito	Mosquito	MosAIC	NA	NA	NA	NA	female_mosquito	Hughes_Grant/Heinz_Eva	LSTM	lab	Aedes_aegypti
NA	GCF_001473075.1	E. xiangfangensis	E. xiangfangensis	human	NonMosquito	Homo sapiens	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001471935.1	E. xiangfangensis	E. xiangfangensis	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472685.1	E. xiangfangensis	E. xiangfangensis	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472175.1	E. xiangfangensis	E. xiangfangensis	plant	NonMosquito	Plant	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472795.1	E. xiangfangensis	E. xiangfangensis	clinical	NonMosquito	Clinical	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001472215.1	E. xiangfangensis	E. xiangfangensis	environmental	NonMosquito	Environmental	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	GCF_001473175.1	E. xiangfangensis	E. xiangfangensis	environmental	NonMosquito	Environmental	Chavda	NA	NA	NA	NA	NA	NA	NA	NA	NA
